id,type,gender,skin_tone,count,accessories
4410,human,female,medium,1,clown eyes blue
4411,human,male,dark,2,cap forward/frown
4412,human,male,albino,3,eye mask/earring/mohawk
4413,human,male,medium,2,mustache/crazy hair
4414,human,male,dark,4,eye mask/normal beard black/headband/mole
4415,human,male,albino,5,luxurious beard/pipe/smile/mohawk/eye patch
4416,human,female,medium,2,mohawk thin/classic shades
4417,human,female,albino,3,blue eye shadow/hot lipstick/blonde bob
4418,human,female,medium,2,pink with hat/purple eye shadow
4419,human,male,medium,3,frumpy hair/muttonchops/earring
4420,human,female,medium,3,spots/hot lipstick/wild hair
4421,human,female,medium,3,big shades/black lipstick/frumpy hair
4422,human,male,dark,1,earring
4423,human,female,medium,3,cap/hot lipstick/clown eyes blue
4424,human,female,albino,5,wild white hair/black lipstick/clown eyes green/earring/cigarette
4425,human,male,medium,4,peak spike/big shades/shadow beard/earring
4426,human,male,light,4,bandana/big shades/goat/mole
4427,human,male,medium,2,normal beard black/knitted cap
4428,human,male,medium,4,cap/gold chain/classic shades/earring
4429,human,female,light,2,knitted cap/earring
4430,human,female,albino,2,clown eyes green/frumpy hair
4431,human,male,medium,3,stringy hair/earring/goat
4432,human,female,dark,2,horned rim glasses/blonde bob
4433,human,male,medium,2,frumpy hair/clown eyes green
4434,human,female,medium,3,black lipstick/green eye shadow/wild hair
4435,human,male,medium,5,front beard/cap/gold chain/regular shades/mole
4436,human,male,medium,3,bandana/luxurious beard/regular shades
4437,human,male,light,2,fedora/3d glasses
4438,human,female,light,2,messy hair/green eye shadow
4439,human,female,light,3,clown eyes green/dark hair/cigarette
4440,human,male,medium,4,big shades/earring/crazy hair/pipe
4441,human,male,light,2,hoodie/3d glasses
4442,human,male,medium,2,muttonchops/cowboy hat
4443,human,female,dark,2,bandana/nerd glasses
4444,human,male,dark,3,normal beard black/shaved head/mole
4445,human,male,light,2,peak spike/small shades
4446,human,male,medium,3,clown nose/normal beard black/cap
4447,human,male,medium,2,cap/goat
4448,human,male,dark,3,stringy hair/shadow beard/nerd glasses
4449,human,female,dark,4,mole/knitted cap/purple eye shadow/earring
4450,human,male,medium,3,frown/earring/do-rag
4451,human,male,medium,2,horned rim glasses/do-rag
4452,human,male,dark,3,shadow beard/vr/mohawk dark
4453,human,female,light,2,horned rim glasses/purple lipstick
4454,human,male,light,2,mohawk thin/chinstrap
4455,human,female,light,3,stringy hair/purple lipstick/earring
4456,human,female,medium,2,orange side/green eye shadow
4457,human,male,dark,2,peak spike/rosy cheeks
4458,human,male,light,3,front beard/spots/clown hair green
4459,human,male,light,1,nerd glasses
4460,human,male,medium,2,cap/muttonchops
4461,human,female,dark,4,mole/pipe/blue eye shadow/straight hair blonde
4462,human,male,albino,4,cigarette/front beard/big shades/do-rag
4463,human,male,dark,2,pipe/mohawk
4464,ape,male,,3,eye mask/vape/do-rag
4465,human,female,medium,4,blue eye shadow/hot lipstick/wild hair/earring
4466,human,male,medium,2,cigarette/do-rag
4467,human,female,dark,3,regular shades/dark hair/earring
4468,human,female,medium,3,orange side/earring/nerd glasses
4469,human,male,light,3,messy hair/normal beard/vr
4470,human,male,medium,3,cap/shadow beard/horned rim glasses
4471,human,male,albino,2,earring/knitted cap
4472,zombie,male,,2,cigarette/purple hair
4473,human,male,albino,2,knitted cap/pipe
4474,human,male,light,2,cap/chinstrap
4475,human,male,dark,2,cigarette/do-rag
4476,human,male,light,3,chinstrap/earring/knitted cap
4477,human,male,dark,2,peak spike/eye patch
4478,human,male,dark,3,mohawk thin/gold chain/muttonchops
4479,human,male,light,3,mustache/mohawk/eye patch
4480,human,male,medium,2,cap forward/eye patch
4481,human,male,medium,3,shadow beard/wild hair/horned rim glasses
4482,human,male,medium,3,mohawk thin/shadow beard/eye patch
4483,human,male,medium,4,shadow beard/fedora/earring/horned rim glasses
4484,human,male,dark,3,shadow beard/headband/regular shades
4485,human,female,medium,3,black lipstick/horned rim glasses/pink with hat
4486,human,female,light,3,hot lipstick/stringy hair/earring
4487,human,male,light,2,cigarette/fedora
4488,human,male,light,3,frown/shadow beard/mohawk
4489,human,female,medium,2,earring/mohawk dark
4490,human,male,light,2,mohawk/small shades
4491,human,female,light,3,blue eye shadow/mohawk/hot lipstick
4492,human,male,medium,3,police cap/normal beard/pipe
4493,human,male,dark,2,stringy hair/goat
4494,human,male,dark,4,shadow beard/wild hair/nerd glasses/smile
4495,human,male,albino,2,front beard/messy hair
4496,human,female,medium,4,blue eye shadow/mohawk thin/hot lipstick/earring
4497,human,male,light,2,fedora/clown eyes green
4498,human,male,light,2,front beard/police cap
4499,human,male,light,3,earring/vr/mohawk dark
4500,human,female,dark,3,welding goggles/dark hair/purple lipstick
4501,human,male,light,2,mustache/cowboy hat
4502,human,female,dark,2,black lipstick/straight hair blonde
4503,human,male,medium,2,shadow beard/crazy hair
4504,human,female,medium,3,black lipstick/mohawk/green eye shadow
4505,human,male,medium,3,earring/rosy cheeks/headband
4506,human,male,light,3,beanie/front beard/earring
4507,human,male,medium,2,normal beard black/cap forward
4508,human,male,medium,4,cigarette/bandana/normal beard black/big shades
4509,human,male,light,2,normal beard black/cap
4510,human,male,medium,4,normal beard black/earring/eye patch/mohawk dark
4511,human,male,albino,2,mustache/do-rag
4512,human,female,medium,3,bandana/clown eyes green/hot lipstick
4513,zombie,male,,3,beanie/luxurious beard/earring
4514,human,female,dark,2,cap/hot lipstick
4515,human,female,light,2,clown hair green/clown eyes blue
4516,human,female,light,2,knitted cap/purple eye shadow
4517,human,female,medium,2,wild white hair/purple eye shadow
4518,human,female,light,3,clown eyes green/hot lipstick/wild hair
4519,human,male,dark,3,bandana/horned rim glasses/goat
4520,human,male,albino,2,stringy hair/spots
4521,human,male,dark,3,shadow beard/knitted cap/regular shades
4522,human,male,dark,2,nerd glasses/top hat
4523,human,male,medium,3,messy hair/earring/regular shades
4524,human,male,albino,2,classic shades/mohawk dark
4525,human,female,dark,4,pipe/black lipstick/half shaved/earring
4526,human,male,dark,3,clown nose/hoodie/normal beard
4527,human,male,light,2,bandana/vr
4528,human,male,medium,3,front beard/frumpy hair/frown
4529,human,male,dark,3,eye mask/frown/top hat
4530,human,female,albino,3,mohawk/hot lipstick/cigarette
4531,human,male,dark,3,luxurious beard/purple hair/small shades
4532,human,male,light,2,vape/knitted cap
4533,human,male,dark,3,police cap/goat/vr
4534,human,male,light,3,front beard/nerd glasses/knitted cap
4535,human,female,dark,2,pink with hat/clown eyes green
4536,human,female,medium,3,dark hair/vr/purple lipstick
4537,human,female,dark,3,cap/hot lipstick/earring
4538,human,male,light,2,front beard/peak spike
4539,human,male,light,2,bandana/big shades
4540,human,male,light,2,peak spike/classic shades
4541,human,male,dark,3,wild hair/earring/eye patch
4542,human,male,light,2,earring/clown hair green
4543,human,male,dark,2,frumpy hair/luxurious beard
4544,human,male,light,2,normal beard black/crazy hair
4545,human,female,dark,3,wild white hair/purple eye shadow/hot lipstick
4546,human,female,light,3,mole/stringy hair/earring
4547,human,female,light,3,bandana/hot lipstick/earring
4548,human,female,medium,2,red mohawk/hot lipstick
4549,human,male,albino,2,vr/clown hair green
4550,human,male,light,4,big shades/mustache/earring/headband
4551,human,male,medium,3,hoodie/goat/vr
4552,human,male,dark,4,vape/classic shades/earring/headband
4553,human,male,medium,3,luxurious beard/classic shades/crazy hair
4554,human,female,dark,4,mole/hot lipstick/regular shades/straight hair dark
4555,human,male,light,2,frumpy hair/muttonchops
4556,human,male,light,3,frown/mohawk/clown eyes green
4557,human,male,dark,2,normal beard black/headband
4558,human,male,dark,3,cap forward/normal beard/smile
4559,zombie,male,,2,stringy hair/earring
4560,human,female,light,3,mole/blonde short/cigarette
4561,human,male,medium,2,cigarette/fedora
4562,human,female,light,3,black lipstick/stringy hair/vr
4563,human,female,dark,2,mole/knitted cap
4564,human,male,albino,2,stringy hair/earring
4565,human,male,light,3,hoodie/shadow beard/vr
4566,human,female,light,2,big shades/pink with hat
4567,human,male,medium,3,bandana/buck teeth/big beard
4568,human,female,dark,2,straight hair blonde/purple lipstick
4569,human,male,light,3,clown eyes blue/shadow beard/mohawk
4570,human,male,medium,2,wild hair/classic shades
4571,human,female,dark,2,big shades/crazy hair
4572,human,male,medium,4,frown/purple hair/mustache/nerd glasses
4573,human,female,dark,2,frumpy hair/clown eyes blue
4574,human,male,dark,4,frown/shadow beard/crazy hair/vr
4575,human,female,dark,4,mole/wild white hair/purple eye shadow/purple lipstick
4576,human,male,medium,3,bandana/earring/3d glasses
4577,human,male,light,2,luxurious beard/shaved head
4578,human,male,medium,3,cigarette/headband/vr
4579,human,female,albino,1,stringy hair
4580,human,female,light,3,blue eye shadow/crazy hair/earring
4581,human,male,medium,3,buck teeth/big shades/headband
4582,human,male,dark,3,frumpy hair/luxurious beard/small shades
4583,human,male,dark,2,top hat/mole
4584,human,female,dark,4,green eye shadow/purple lipstick/straight hair dark/cigarette
4585,human,female,dark,2,wild white hair/clown eyes blue
4586,human,female,light,2,big shades/crazy hair
4587,human,male,dark,3,stringy hair/front beard/regular shades
4588,human,male,medium,3,chinstrap/crazy hair/vr
4589,human,male,light,3,hoodie/muttonchops/nerd glasses
4590,human,male,dark,5,clown eyes blue/police cap/muttonchops/earring/pipe
4591,human,male,dark,2,cap/shadow beard
4592,human,male,dark,3,front beard/mohawk thin/horned rim glasses
4593,human,male,albino,3,clown nose/mohawk thin/clown eyes green
4594,human,male,albino,2,police cap/mustache
4595,human,female,light,3,pipe/black lipstick/blonde bob
4596,human,male,dark,4,clown nose/gold chain/knitted cap/medical mask
4597,human,female,dark,3,black lipstick/frumpy hair/vr
4598,human,female,medium,3,blonde short/hot lipstick/regular shades
4599,human,male,medium,3,big shades/shadow beard/wild hair
4600,human,male,light,2,big shades/shaved head
4601,human,male,dark,3,peak spike/classic shades/normal beard
4602,human,male,medium,3,handlebars/police cap/nerd glasses
4603,human,male,dark,3,cap forward/big shades/earring
4604,human,male,medium,2,shadow beard/top hat
4605,human,male,medium,3,clown nose/earring/headband
4606,human,female,dark,2,big shades/half shaved
4607,human,male,light,2,vape/clown hair green
4608,human,male,albino,2,hoodie/goat
4609,human,male,medium,2,nerd glasses/headband
4610,human,male,light,3,stringy hair/eye mask/earring
4611,human,male,dark,3,big shades/medical mask/cowboy hat
4612,human,female,dark,3,pilot helmet/purple lipstick/earring
4613,human,male,albino,2,frumpy hair/regular shades
4614,human,male,medium,3,earring/nerd glasses/do-rag
4615,human,female,dark,3,regular shades/half shaved/purple lipstick
4616,human,female,medium,3,cap/clown nose/blue eye shadow
4617,human,female,light,3,big shades/black lipstick/frumpy hair
4618,human,male,light,3,classic shades/earring/do-rag
4619,human,female,albino,1,orange side
4620,human,male,light,4,cap forward/big shades/muttonchops/mole
4621,human,female,medium,2,tassle hat/green eye shadow
4622,human,female,light,3,messy hair/regular shades/purple lipstick
4623,human,male,light,3,nerd glasses/goat/mohawk
4624,human,female,medium,2,cap/black lipstick
4625,human,female,dark,4,cap/big shades/hot lipstick/earring
4626,human,female,light,2,messy hair/regular shades
4627,human,female,dark,2,clown hair green/welding goggles
4628,human,male,medium,3,peak spike/muttonchops/vr
4629,human,male,light,2,knitted cap/big beard
4630,human,female,medium,3,black lipstick/mohawk/vr
4631,human,male,dark,2,purple hair/mustache
4632,human,male,dark,4,vampire hair/frown/chinstrap/earring
4633,human,male,dark,2,stringy hair/big beard
4634,human,female,dark,2,vape/crazy hair
4635,human,male,medium,4,cap forward/earring/normal beard/eye patch
4636,human,male,light,2,frumpy hair/regular shades
4637,human,female,light,4,red mohawk/black lipstick/silver chain/cigarette
4638,human,female,medium,3,messy hair/black lipstick/welding goggles
4639,human,female,light,2,wild white hair/silver chain
4640,human,male,medium,3,frown/nerd glasses/top hat
4641,human,female,light,3,purple eye shadow/wild blonde/cigarette
4642,human,male,medium,4,muttonchops/fedora/horned rim glasses/mole
4643,human,female,medium,3,mohawk/green eye shadow/hot lipstick
4644,human,male,dark,3,bandana/gold chain/big beard
4645,human,male,medium,2,frumpy hair/classic shades
4646,human,male,dark,3,police cap/earring/small shades
4647,human,male,medium,4,front beard dark/earring/top hat/mole
4648,human,male,medium,2,muttonchops/shaved head
4649,human,male,light,3,earring/normal beard/shaved head
4650,human,male,dark,3,front beard/mohawk thin/earring
4651,human,male,dark,3,mohawk thin/shadow beard/smile
4652,human,female,light,3,mohawk thin/purple lipstick/clown eyes blue
4653,human,male,dark,4,cigarette/hoodie/spots/horned rim glasses
4654,human,female,medium,3,pigtails/eye patch/purple lipstick
4655,human,male,medium,4,wild hair/earring/normal beard/pipe
4656,human,female,medium,2,blonde short/classic shades
4657,human,male,dark,3,cigarette/shaved head/eye patch
4658,human,male,medium,3,earring/goat/mole
4659,human,male,light,2,wild hair/3d glasses
4660,human,male,light,4,vampire hair/front beard dark/earring/eye patch
4661,human,male,dark,2,eye mask/cap forward
4662,human,male,medium,4,cigarette/cap/muttonchops/classic shades
4663,human,male,light,2,mohawk thin/horned rim glasses
4664,human,female,albino,3,mole/mohawk thin/purple lipstick
4665,human,male,medium,2,fedora/normal beard
4666,human,female,light,3,black lipstick/green eye shadow/straight hair dark
4667,human,male,medium,4,cigarette/bandana/normal beard black/frown
4668,human,male,albino,4,hoodie/earring/clown eyes green/mole
4669,human,male,medium,5,frown/wild hair/earring/small shades/mole
4670,human,male,light,3,clown eyes blue/normal beard black/do-rag
4671,human,female,dark,2,clown nose/crazy hair
4672,human,male,medium,3,earring/horned rim glasses/mohawk
4673,human,female,light,2,black lipstick/nerd glasses
4674,human,female,light,3,black lipstick/pigtails/clown eyes blue
4675,human,female,medium,2,bandana/vr
4676,human,female,dark,2,rosy cheeks/blonde bob
4677,human,female,dark,3,welding goggles/dark hair/earring
4678,human,male,light,5,cap forward/mustache/earring/horned rim glasses/mole
4679,human,male,albino,2,pipe/do-rag
4680,human,male,medium,4,eye mask/hoodie/shadow beard/mole
4681,human,female,dark,2,medical mask/crazy hair
4682,human,female,dark,3,messy hair/earring/nerd glasses
4683,human,male,medium,4,hoodie/handlebars/earring/vr
4684,human,male,dark,4,cigarette/shadow beard/earring/do-rag
4685,human,male,dark,2,police cap/mustache
4686,human,male,dark,3,cigarette/buck teeth/fedora
4687,human,female,medium,2,vape/clown eyes blue
4688,human,male,dark,3,cigarette/earring/do-rag
4689,human,male,medium,2,cigarette/normal beard
4690,human,male,medium,3,clown eyes blue/cap forward/earring
4691,human,male,light,3,frumpy hair/eye patch/mole
4692,human,male,light,2,pipe/mohawk
4693,human,female,medium,2,eye patch/wild hair
4694,human,male,medium,2,smile/do-rag
4695,human,male,dark,2,normal beard/crazy hair
4696,human,female,light,3,cap/big shades/earring
4697,human,male,medium,3,luxurious beard/headband/smile
4698,human,male,medium,3,cigarette/headband/big beard
4699,human,male,albino,2,peak spike/eye patch
4700,human,female,medium,3,messy hair/purple lipstick/cigarette
4701,human,male,medium,3,cigarette/crazy hair/clown eyes green
4702,human,female,light,4,tassle hat/eye mask/purple lipstick/earring
4703,human,male,medium,3,earring/horned rim glasses/knitted cap
4704,human,female,albino,2,clown eyes green/headband
4705,human,male,albino,2,mohawk thin/small shades
4706,human,male,albino,4,eye mask/cap forward/chinstrap/earring
4707,human,male,dark,3,police cap/nerd glasses/smile
4708,human,male,dark,3,police cap/earring/eye patch
4709,human,male,dark,1,shadow beard
4710,human,female,medium,3,black lipstick/blonde short/regular shades
4711,human,female,dark,3,eye patch/hot lipstick/straight hair dark
4712,human,female,light,3,wild blonde/earring/cigarette
4713,human,male,light,3,normal beard black/hoodie/horned rim glasses
4714,human,male,medium,3,luxurious beard/peak spike/earring
4715,human,male,light,2,frown/knitted cap
4716,human,female,light,5,mole/tassle hat/eye mask/black lipstick/earring
4717,human,male,light,3,cigarette/nerd glasses/shaved head
4718,human,male,dark,2,medical mask/shaved head
4719,human,female,medium,3,pipe/straight hair blonde/purple lipstick
4720,human,male,light,2,shaved head/mole
4721,human,female,light,3,hot lipstick/stringy hair/cigarette
4722,human,female,medium,2,straight hair/hot lipstick
4723,human,male,medium,4,normal beard black/classic shades/medical mask/shaved head
4724,human,male,medium,3,hoodie/spots/earring
4725,human,male,dark,3,earring/shaved head/big beard
4726,human,female,dark,2,silver chain/straight hair dark
4727,human,male,medium,2,bandana/big shades
4728,human,male,dark,3,eye mask/earring/do-rag
4729,human,female,medium,1,regular shades
4730,human,male,light,4,cigarette/frown/mohawk/big beard
4731,human,male,medium,4,earring/normal beard/shaved head/small shades
4732,human,male,light,2,cap/horned rim glasses
4733,human,male,dark,2,shaved head/small shades
4734,human,male,medium,3,eye mask/mohawk dark/mole
4735,human,male,medium,3,peak spike/smile/mole
4736,human,male,medium,2,frown/eye patch
4737,human,male,dark,3,earring/horned rim glasses/do-rag
4738,human,female,light,3,mole/green eye shadow/half shaved
4739,human,male,dark,2,chinstrap/mohawk dark
4740,human,female,medium,2,wild white hair/green eye shadow
4741,human,male,dark,3,clown eyes blue/muttonchops/pipe
4742,human,female,dark,3,messy hair/green eye shadow/hot lipstick
4743,human,male,light,3,bandana/vape/vr
4744,human,male,dark,3,mohawk thin/classic shades/mustache
4745,human,male,light,4,eye mask/clown nose/mohawk thin/shadow beard
4746,human,male,medium,4,bandana/shadow beard/smile/3d glasses
4747,zombie,male,,2,clown eyes blue/headband
4748,human,male,light,2,clown nose/purple hair
4749,human,male,medium,3,frown/do-rag/small shades
4750,human,male,light,3,front beard/nerd glasses/cowboy hat
4751,human,female,light,3,messy hair/eye patch/cigarette
4752,human,female,dark,3,tiara/horned rim glasses/purple lipstick
4753,human,male,medium,3,cigarette/big shades/knitted cap
4754,human,male,albino,2,vampire hair/chinstrap
4755,human,male,dark,3,messy hair/earring/normal beard
4756,human,female,medium,3,hot lipstick/clown eyes blue/straight hair dark
4757,human,male,light,3,hoodie/pipe/mole
4758,human,male,medium,3,earring/normal beard/mohawk dark
4759,human,male,medium,3,handlebars/big shades/purple hair
4760,human,male,medium,3,hoodie/normal beard/regular shades
4761,human,female,dark,3,black lipstick/horned rim glasses/straight hair blonde
4762,human,male,medium,3,cigarette/mohawk/regular shades
4763,human,female,light,4,messy hair/big shades/black lipstick/earring
4764,human,male,medium,3,cigarette/peak spike/earring
4765,human,male,dark,3,vampire hair/shadow beard/pipe
4766,human,male,dark,4,front beard/messy hair/earring/nerd glasses
4767,human,female,dark,4,tassle hat/clown eyes green/purple lipstick/earring
4768,human,female,light,3,mole/mohawk thin/hot lipstick
4769,human,female,medium,2,vape/pink with hat
4770,human,male,medium,3,hoodie/shadow beard/mole
4771,human,male,dark,2,messy hair/goat
4772,human,female,dark,3,big shades/straight hair/hot lipstick
4773,human,male,light,2,police cap/classic shades
4774,human,male,medium,4,earring/rosy cheeks/do-rag/clown eyes green
4775,human,male,dark,3,vampire hair/vape/mole
4776,human,male,light,4,cigarette/frumpy hair/eye patch/big beard
4777,human,male,medium,3,cigarette/earring/mohawk
4778,human,female,medium,3,bandana/earring/clown eyes blue
4779,human,female,medium,2,eye mask/crazy hair
4780,human,male,dark,2,vr/cowboy hat
4781,human,male,medium,2,frown/mohawk thin
4782,human,female,dark,2,clown nose/wild hair
4783,human,male,medium,3,bandana/luxurious beard/horned rim glasses
4784,human,female,medium,3,straight hair/eye patch/earring
4785,human,male,dark,4,luxurious beard/rosy cheeks/medical mask/mohawk dark
4786,human,male,medium,2,buck teeth/clown hair green
4787,human,female,light,3,black lipstick/straight hair/cigarette
4788,human,female,dark,3,pilot helmet/hot lipstick/earring
4789,human,male,medium,2,clown eyes blue/mohawk dark
4790,human,male,light,4,cigarette/big shades/mustache/crazy hair
4791,human,male,dark,3,clown eyes blue/shadow beard/wild hair
4792,human,male,medium,2,handlebars/earring
4793,human,male,dark,3,shadow beard/earring/mohawk
4794,human,male,albino,2,fedora/small shades
4795,human,male,light,2,gold chain/wild hair
4796,human,male,medium,2,cap forward/mole
4797,human,female,light,2,mole/tassle hat
4798,human,female,dark,2,straight hair blonde/rosy cheeks
4799,human,female,medium,4,blue eye shadow/black lipstick/straight hair blonde/earring
4800,human,male,medium,2,luxurious beard/cap
4801,human,male,dark,3,cap forward/muttonchops/regular shades
4802,human,female,light,3,silver chain/hot lipstick/straight hair dark
4803,human,female,light,3,black lipstick/crazy hair/nerd glasses
4804,human,male,dark,2,wild hair/eye patch
4805,human,male,light,4,clown nose/frown/crazy hair/clown eyes green
4806,human,female,medium,2,medical mask/straight hair
4807,human,male,dark,3,frown/shadow beard/fedora
4808,human,male,medium,3,front beard dark/shaved head/eye patch
4809,human,male,dark,3,normal beard black/horned rim glasses/mohawk
4810,human,male,medium,2,shadow beard/shaved head
4811,human,male,dark,2,big shades/shaved head
4812,human,male,light,3,messy hair/buck teeth/nerd glasses
4813,human,female,medium,3,mohawk thin/hot lipstick/earring
4814,human,female,dark,3,green eye shadow/crazy hair/earring
4815,human,female,dark,3,blue eye shadow/messy hair/earring
4816,human,male,medium,3,cap forward/goat/pipe
4817,human,female,light,1,clown eyes green
4818,human,male,medium,2,mohawk thin/goat
4819,human,male,dark,3,cap/earring/vr
4820,human,male,albino,4,cigarette/purple hair/earring/horned rim glasses
4821,human,female,light,2,mohawk/purple eye shadow
4822,human,male,medium,3,vampire hair/normal beard black/3d glasses
4823,human,female,albino,2,big shades/bandana
4824,human,male,medium,3,clown eyes blue/police cap/earring
4825,human,male,albino,3,peak spike/handlebars/regular shades
4826,human,male,medium,2,eye mask/shaved head
4827,human,male,light,3,stringy hair/luxurious beard/regular shades
4828,human,male,albino,2,cap forward/vr
4829,human,female,dark,3,big shades/medical mask/straight hair blonde
4830,zombie,male,,3,wild hair/classic shades/medical mask
4831,human,male,dark,4,stringy hair/cigarette/nerd glasses/goat
4832,human,male,medium,3,mustache/clown hair green/mole
4833,human,female,medium,3,hot lipstick/classic shades/dark hair
4834,human,female,albino,3,messy hair/clown eyes green/hot lipstick
4835,human,female,medium,3,green eye shadow/pigtails/earring
4836,human,male,albino,2,front beard dark/mohawk
4837,human,male,dark,4,luxurious beard/horned rim glasses/knitted cap/mole
4838,human,male,medium,2,vampire hair/clown nose
4839,human,female,medium,4,red mohawk/blue eye shadow/purple lipstick/cigarette
4840,human,male,dark,2,shadow beard/wild hair
4841,human,male,dark,2,do-rag/mole
4842,human,male,medium,3,mohawk thin/earring/smile
4843,human,male,medium,2,frumpy hair/goat
4844,human,male,dark,2,headband/small shades
4845,human,male,medium,3,horned rim glasses/normal beard/do-rag
4846,human,female,light,2,mole/wild white hair
4847,human,male,dark,4,shadow beard/earring/crazy hair/smile
4848,human,female,dark,2,blue eye shadow/straight hair blonde
4849,human,female,medium,2,green eye shadow/wild blonde
4850,zombie,male,,1,purple hair
4851,human,male,medium,2,normal beard black/cowboy hat
4852,human,male,medium,3,vampire hair/big shades/earring
4853,human,male,dark,4,peak spike/vape/classic shades/big beard
4854,human,male,light,3,bandana/chinstrap/small shades
4855,human,male,medium,3,earring/vr/shaved head
4856,human,male,dark,2,horned rim glasses/headband
4857,human,female,medium,2,crazy hair/vr
4858,human,male,medium,3,normal beard black/wild hair/earring
4859,human,female,dark,2,wild blonde/cigarette
4860,human,female,light,2,orange side/clown eyes blue
4861,human,male,light,2,normal beard black/mohawk thin
4862,human,male,dark,2,nerd glasses/clown hair green
4863,human,male,medium,4,earring/smile/do-rag/regular shades
4864,human,male,medium,3,earring/mohawk/eye patch
4865,human,male,medium,2,normal beard/knitted cap
4866,human,male,dark,3,stringy hair/earring/goat
4867,human,male,dark,2,mustache/headband
4868,human,female,light,3,hot lipstick/blonde bob/3d glasses
4869,human,male,light,2,shadow beard/crazy hair
4870,human,female,light,2,mole/crazy hair
4871,human,male,medium,3,shadow beard/earring/mohawk dark
4872,human,female,light,4,red mohawk/blue eye shadow/earring/cigarette
4873,human,male,light,2,stringy hair/regular shades
4874,zombie,male,,5,cigarette/messy hair/clown nose/mustache/earring
4875,human,male,dark,4,stringy hair/mustache/earring/eye patch
4876,human,male,dark,3,cigarette/front beard/police cap
4877,human,male,dark,3,messy hair/earring/vr
4878,human,male,medium,3,frumpy hair/chinstrap/classic shades
4879,human,male,dark,3,cigarette/frumpy hair/horned rim glasses
4880,human,female,medium,2,silver chain/pink with hat
4881,human,male,dark,3,police cap/shadow beard/small shades
4882,human,female,dark,2,frumpy hair/nerd glasses
4883,human,male,medium,3,luxurious beard/big shades/do-rag
4884,human,female,medium,4,wild white hair/hot lipstick/earring/clown eyes blue
4885,human,female,albino,3,eye patch/half shaved/purple lipstick
4886,human,female,dark,3,choker/hot lipstick/wild hair
4887,human,female,dark,3,blue eye shadow/hot lipstick/half shaved
4888,human,male,light,2,normal beard black/peak spike
4889,human,female,light,3,black lipstick/blonde bob/clown eyes blue
4890,human,male,medium,3,bandana/big shades/normal beard
4891,human,male,medium,3,luxurious beard/nerd glasses/mohawk
4892,human,male,albino,2,cap forward/small shades
4893,human,female,dark,2,wild blonde/regular shades
4894,human,male,medium,4,shadow beard/wild hair/vape/regular shades
4895,human,female,medium,2,wild white hair/clown eyes blue
4896,human,male,light,2,frumpy hair/eye patch
4897,human,male,light,3,front beard dark/vr/do-rag
4898,human,female,medium,4,mole/tassle hat/blue eye shadow/earring
4899,human,female,light,2,black lipstick/dark hair
4900,human,female,light,3,messy hair/black lipstick/earring
4901,human,male,medium,3,normal beard black/big shades/purple hair
4902,human,male,dark,3,earring/shaved head/eye patch
4903,human,female,light,4,black lipstick/green eye shadow/blonde short/cigarette
4904,human,male,light,2,normal beard black/shaved head
4905,human,male,medium,3,normal beard black/earring/headband
4906,human,male,medium,3,handlebars/horned rim glasses/do-rag
4907,human,male,medium,3,big shades/mustache/crazy hair
4908,human,male,dark,3,muttonchops/nerd glasses/mohawk
4909,human,male,albino,2,big shades/wild hair
4910,human,male,albino,2,chinstrap/mohawk dark
4911,human,female,dark,3,purple eye shadow/frumpy hair/purple lipstick
4912,human,female,dark,3,mole/black lipstick/dark hair
4913,human,male,light,2,stringy hair/normal beard
4914,human,male,light,3,bandana/mustache/earring
4915,human,male,light,3,stringy hair/eye mask/normal beard
4916,human,male,light,3,stringy hair/front beard dark/vr
4917,human,male,light,2,vampire hair/front beard dark
4918,human,male,medium,3,mohawk thin/muttonchops/nerd glasses
4919,human,male,light,3,cigarette/mohawk thin/shadow beard
4920,human,male,medium,4,vape/rosy cheeks/goat/crazy hair
4921,human,female,medium,4,black lipstick/purple eye shadow/earring/blonde bob
4922,human,female,dark,3,pipe/straight hair blonde/purple lipstick
4923,human,male,medium,3,stringy hair/front beard dark/rosy cheeks
4924,human,female,albino,2,big shades/pink with hat
4925,human,male,medium,3,bandana/big shades/chinstrap
4926,human,male,dark,2,hoodie/mole
4927,human,female,light,3,clown eyes green/mohawk thin/purple lipstick
4928,human,female,albino,2,pipe/clown hair green
4929,human,female,medium,3,green eye shadow/mohawk thin/cigarette
4930,human,female,light,3,black lipstick/spots/mohawk thin
4931,human,female,dark,3,crazy hair/earring/nerd glasses
4932,human,male,light,2,silver chain/do-rag
4933,human,male,medium,3,front beard/mohawk dark/mole
4934,human,female,albino,4,red mohawk/eye mask/purple lipstick/earring
4935,human,female,dark,2,frumpy hair/cigarette
4936,human,female,albino,1,tiara
4937,human,female,albino,2,welding goggles/frumpy hair
4938,human,male,light,2,handlebars/purple hair
4939,human,male,dark,2,front beard/cap forward
4940,human,male,medium,2,hoodie/classic shades
4941,human,female,albino,2,straight hair/purple lipstick
4942,human,male,light,3,normal beard black/headband/eye patch
4943,human,female,dark,3,tassle hat/classic shades/purple lipstick
4944,human,male,dark,3,police cap/earring/regular shades
4945,human,male,albino,2,normal beard black/police cap
4946,human,female,dark,2,classic shades/wild hair
4947,human,female,light,2,mohawk thin/classic shades
4948,human,male,medium,2,front beard/mohawk dark
4949,human,female,light,3,big shades/black lipstick/wild hair
